,Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,SA12018_code,NZDep2018,NZDep2018_Score,URPopnSA1_2018,SA22018_code,SA22018_name
788,4,2.0,"20 Kurahaupo Street Orakei, Auckland",198,1500000,-36.8602016,174.8251243,7006165,24,9,21,12,21,24,Orakei,132,7006165,10.0,1186.0,111,140100,Orakei East
789,7,5.0,"11 Lavey Road Flat Bush, Auckland",411,1340000,-36.9798511,174.9091138,7009100,69,51,48,33,15,36,Flat Bush,231,7009100,7.0,1015.0,249,158000,Donegal Park
790,4,2.0,"62 Lyons Avenue Murrays Bay, Auckland",663,1370000,-36.7280824,174.7467457,7002987,51,15,27,21,27,18,Murrays Bay,141,7002987,4.0,947.0,153,119500,Murrays Bay West
791,5,3.0,"36 Pigeon Mountain Road Half Moon Bay, Auckland",750,1775000,-36.886354,174.90058169999998,7006819,60,18,33,36,42,42,Half Moon Bay,222,7006819,3.0,922.0,222,148800,Half Moon Bay North East
792,3,2.0,"18 St Vincent Avenue Remuera, Auckland",587,2075000,-36.8825261,174.7995996,7005856,45,36,12,18,33,33,Remuera,186,7005856,2.0,918.0,186,141000,Remuera South
793,3,1.0,"552 Swanson Road Ranui, Auckland",1233,915000,-36.864683500000005,174.59549619999999,7003477,51,36,33,27,27,18,Ranui,168,7003477,10.0,1138.0,192,123800,Ranui Domain
794,3,1.0,"84 Kitchener Road Waiuku, Auckland",1103,580000,-37.2459516,174.73980559999998,7010424,51,15,18,21,18,21,Waiuku,138,7010424,9.0,1122.0,147,164500,Hamilton Estate
795,3,2.0,"188 Cliff View Drive Green Bay, Auckland",577,1275000,-36.9355287,174.6756054,7007410,81,33,39,42,33,54,Green Bay,222,7007410,3.0,927.0,282,138000,Green Bay South
796,4,3.0,"25 Woodside Crescent St Heliers, Auckland",922,2750000,-36.8569105,174.8564186,7006493,39,6,9,21,18,27,St Heliers,120,7006493,1.0,859.0,123,143000,Saint Heliers North
797,5,3.0,"29 Carnoustie Drive Wattle Downs, Auckland",600,1000000,-37.0499739,174.89118019999998,7009716,57,21,27,15,30,42,Wattle Downs,162,7009716,6.0,981.0,192,161500,Wattle Downs East
798,4,4.0,"220c Metcalfe Road Ranui, Auckland",561,1340000,-36.873823,174.59975409999998,7003578,102,84,78,54,42,45,Ranui,36,7003578,1.0,879.0,405,125000,Ranui South East
799,4,2.0,"7 Sunrise Lane Te Atatu South, Auckland",987,1050000,-36.8612461,174.6513205,7004106,24,30,36,21,36,39,Te Atatu South,162,7004106,4.0,949.0,189,127000,Te Atatu South-Central
800,4,2.0,"103a Tarawera Terrace St Heliers, Auckland",461,1550000,-36.8593031,174.8466779,7006403,60,6,18,39,33,39,St Heliers,177,7006403,1.0,888.0,189,142700,Saint Heliers West
801,3,2.0,"3/51 Redoubt Road Goodwood Heights, Auckland",150,630000,-36.9924403,174.89437790000002,7009726,39,33,21,12,12,21,Goodwood Heights,108,7009726,7.0,1000.0,138,158500,Goodwood Heights
802,4,3.0,"32 Young Garden Lane Waimauku, Auckland",7139,1650000,-36.7832722,174.459546,7002142,39,18,9,27,30,33,Waimauku,132,7002142,2.0,903.0,156,114200,Waimauku
803,4,2.0,"18 Discovery Drive Gulf Harbour, Auckland",558,1000000,-36.6232582,174.7964894,7001721,78,18,57,39,15,39,Gulf Harbour,3,7001721,2.0,906.0,243,116200,Gulf Harbour South
804,4,2.0,"4 Armstrong Way Waiuku, Auckland",3162,880000,-37.260664500000004,174.7290907,7010417,75,27,27,39,30,24,Waiuku,183,7010417,1.0,894.0,216,164700,Waiuku Central
805,4,2.0,"160 Polo Prince Drive Alfriston, Auckland",5884,1725000,-37.010292799999995,174.9195987,7009945,48,33,36,30,39,42,Alfriston,195,7009945,2.0,906.0,228,160400,Alfriston
806,3,1.0,"13 Carlas Way Ranui, Auckland",250,630000,-36.8673498,174.6016886,7003563,60,21,30,24,21,18,Ranui,165,7003563,8.0,1037.0,174,123800,Ranui Domain
807,5,2.0,"76b Lake Road Devonport, Auckland",508,910000,-36.813348100000006,174.7927736,7005772,30,12,9,27,27,45,Narrow Neck,144,7005772,2.0,914.0,153,130700,Narrow Neck
808,6,3.0,"14 View Road Mount Eden, Auckland",755,2950000,-36.874392,174.7604416,7005398,24,30,36,12,12,9,Mount Eden,108,7005398,5.0,970.0,120,137800,Mount Eden North
809,3,2.0,"73a Island Bay Road Beach Haven, Auckland",1047,1050000,-36.809956,174.693898,7002468,27,18,12,9,27,18,Beach Haven,114,7002468,1.0,881.0,123,123900,Beach Haven South
810,5,2.0,"30 Barrys Road Glendene, Auckland",1002,920000,-36.885154,174.6569697,7004222,21,15,15,12,9,15,Glendene,96,7004222,9.0,1092.0,93,128900,Glendene North
811,4,2.0,"65 Old Coach Way Ramarama, Auckland",7480,1500000,-37.1539815,174.9593174,7010368,30,9,15,21,27,39,Ramarama,144,7010368,2.0,918.0,138,165100,Ramarama
812,4,2.0,"65 Old Coach Way Ramarama, Auckland",7480,1500000,-37.1539815,174.9593174,7010368,30,9,15,21,27,39,Ramarama,144,7010368,2.0,918.0,138,165100,Ramarama
813,2,2.0,"80 Bellbird Street Papakura, Auckland",119,700000,-37.0510717,174.9523543,7010158,81,30,36,18,21,15,Papakura,93,7010158,8.0,1056.0,201,162600,Takanini South East
814,2,2.0,"78 Bellbird Street Papakura, Auckland",119,700000,-37.0510717,174.9523543,7010158,81,30,36,18,21,15,Papakura,93,7010158,8.0,1056.0,201,162600,Takanini South East
815,5,3.0,"107 Waller Avenue Bucklands Beach, Auckland",1126,2200000,-36.868502899999996,174.90514019999998,7006782,36,18,18,18,27,39,Bucklands Beach,150,7006782,3.0,931.0,147,146400,Bucklands Beach North
816,3,1.0,"2 Coptic Place Mangere, Auckland",706,600000,-36.968728999999996,174.8119349,7008123,141,42,39,45,36,27,Mangere East,291,7008123,10.0,1262.0,327,151200,Harania South
817,3,1.0,"24 Catkin Crescent Papatoetoe, Auckland",603,700000,-36.984773,174.8354962,7008319,36,21,21,18,21,21,Papatoetoe,141,7008319,7.0,1016.0,141,154200,Aorere South
818,5,3.0,"64 Ngapuhi Road Remuera, Auckland",266,2175000,-36.874537200000006,174.8152127,7006065,30,12,24,9,30,30,Remuera,132,7006065,2.0,903.0,138,140500,Remuera North
819,3,1.0,"16 Noel Burnside Road Wiri, Auckland",842,720000,-36.992832,174.8488498,7008321,48,30,18,12,27,24,Wiri,129,7008321,10.0,1227.0,159,155500,Manukau Central
820,3,1.0,"480 Swanson Road Ranui, Auckland",1012,1020000,-36.86426779999999,174.6018675,7003558,36,21,21,18,21,27,Ranui,117,7003558,8.0,1042.0,135,123800,Ranui Domain
821,4,2.0,"76 Cheriton Road Mellons Bay, Auckland",1599,1150000,-36.8860015,174.9279754,7006940,69,30,27,51,24,42,Mellons Bay,180,7006940,4.0,945.0,237,150600,Mellons Bay
822,6,2.0,"2 Jellicoe Street Otahuhu, Auckland",1014,1300000,-36.953207,174.8454736,7008382,51,21,18,15,18,18,Otahuhu,120,7008382,10.0,1235.0,147,151400,Otahuhu South West
823,3,2.0,"161 Waitemata Drive Ranui, Auckland",350,670000,-36.8618218,174.60490880000003,7003548,78,36,33,36,15,24,Ranui,201,7003548,8.0,1054.0,213,123000,Ranui North
824,3,1.0,"13a Roys Road Weymouth, Auckland",120,630000,-37.050791,174.861378,7009529,30,21,21,15,24,27,Weymouth,150,7009529,9.0,1083.0,147,160700,Weymouth South
825,3,1.0,"66 Triangle Road Massey, Auckland",100,620000,-36.836371,174.6099833,7003508,69,45,39,21,24,12,Massey,213,7003508,8.0,1032.0,210,120900,Massey Royal Road West
826,3,2.0,"11a Princess Maria Place Massey, Auckland",803,950000,-36.8350485,174.62935259999998,7003813,33,21,21,15,24,45,Massey,147,7003813,2.0,915.0,153,122300,Royal Heights South
827,3,1.0,"14 Charntay Avenue Clover Park, Auckland",400,625000,-36.98714879999999,174.8919507,7008908,120,66,51,51,18,36,Clover Park,312,7008908,8.0,1064.0,342,157900,Clover Park South
828,2,1.0,"70 Tamaki Avenue Otahuhu, Auckland",936,740000,-36.9531644,174.8496839,7008498,54,39,33,24,36,30,Otahuhu,210,7008498,9.0,1135.0,213,151900,Otahuhu South
829,5,3.0,"8a Shelly Beach Parade Cockle Bay, Auckland",1207,1850000,-36.8999324,174.949745,7007018,36,15,9,21,12,33,Cockle Bay,129,7007018,2.0,913.0,126,153400,Cockle Bay
830,3,1.0,"90 Porchester Road Papakura, Auckland",519,560000,-37.053359,174.9375378,7010039,45,39,36,21,30,33,Papakura,174,7010039,9.0,1118.0,195,162600,Takanini South East
831,4,2.0,"195 Wairere Road Waitakere, Auckland",1409,880000,-36.8525715,174.5165363,7003417,21,15,12,21,27,30,Waitakere,129,7003417,2.0,914.0,123,118000,Waitakere
832,3,1.0,"10 Onslow Road Mount Eden, Auckland",161,1380000,-36.8740206,174.75047890000002,7005168,36,33,18,27,21,24,Mount Eden,156,7005168,3.0,928.0,159,136200,Eden Park
833,4,2.0,"32 Tramway Road Beach Haven, Auckland",956,880000,-36.794925899999996,174.6910567,7002449,33,24,15,21,15,15,Beach Haven,111,7002449,2.0,907.0,120,121800,Beach Haven West
834,4,1.0,"16 Raleigh Street Mount Eden, Auckland",607,1575000,-36.8758066,174.74652700000001,7005171,48,39,12,30,24,9,Mount Eden,165,7005171,3.0,926.0,162,136200,Eden Park
835,5,3.0,"43 Great South Road Papatoetoe, Auckland",809,1250000,-36.965782899999994,174.8567632,7008516,48,51,24,30,15,15,Papatoetoe,132,7008516,5.0,968.0,183,154100,Dingwall
836,3,1.0,"97f Settlement Road Papakura, Auckland",405,600000,-37.0672518,174.96104499999998,7010248,24,6,9,12,9,12,Papakura,45,7010248,9.0,1104.0,72,164100,Papakura Industrial
837,4,2.0,"6 Riki Road Point England, Auckland",812,1425000,-36.8842695,174.8693812,7006661,36,18,15,9,9,18,Point England,111,7006661,9.0,1086.0,102,146300,Point England
838,3,1.0,"24 Fleming Street Manurewa, Auckland",1196,600000,-37.0241544,174.9052145,7009887,51,27,18,12,12,15,Manurewa East,99,7009887,9.0,1118.0,135,160800,Manurewa East
839,3,1.0,"Mount Wellington  Auckland City  1060 Mount Wellington, Auckland",1014,5600000,-36.908485399999996,174.8387404,7008323,30,39,30,21,27,15,Mount Wellington,165,7008323,9.0,1100.0,162,147200,Mount Wellington Central
840,4,2.0,"12 John Fair Drive Wainui, Auckland",602,455000,-36.6009453,174.5919841,7001358,54,30,18,30,48,48,Wainui,219,7001358,2.0,918.0,231,112100,Wainui-Waiwera
841,4,3.0,"85 Carlton Street Hillsborough, Auckland",437,1225000,-36.9237381,174.7621104,7007776,51,30,42,33,36,30,Hillsborough,210,7007776,2.0,909.0,225,143600,Hillsborough South (Auckland)
842,3,1.0,"18 Quona Avenue Mount Roskill, Auckland",567,890000,-36.9291518,174.73804819999998,7007683,45,48,33,27,21,33,Mount Roskill,183,7007683,4.0,943.0,195,142300,Waikowhai North
843,4,2.0,"17a Banks Road Mount Wellington, Auckland",500,1230000,-36.898904200000004,174.837354,7006376,30,24,12,21,15,9,Mount Wellington,117,7006376,5.0,973.0,117,146500,Mount Wellington East
844,3,1.0,"21 Elm Street Avondale, Auckland",132,860000,-36.8949685,174.6938669,7004404,6,3,15,12,12,147,Avondale,189,7004404,8.0,1069.0,189,133100,Avondale Central (Auckland)
845,2,1.0,"2/108 Asquith Avenue Mount Albert, Auckland",70,710000,-36.87516289999999,174.724321,7004759,60,42,57,33,27,18,Mount Albert,198,7004759,3.0,924.0,231,132200,Mount Albert North
846,3,1.0,"225 Glengarry Road Glen Eden, Auckland",365,580000,-36.91619229999999,174.6277092,7007141,69,39,24,18,15,12,Glen Eden,171,7007141,9.0,1098.0,177,129600,Glen Eden West
847,4,2.0,"74 Waimahia Avenue Weymouth, Auckland",597,870000,-37.0428312,174.8714538,7009516,105,51,36,39,33,36,Weymouth,255,7009516,9.0,1128.0,300,160200,Weymouth North
848,3,1.0,"25 Gills Road Bucklands Beach, Auckland",627,960000,-36.890285999999996,174.9173753,7006893,51,30,27,12,36,36,Bucklands Beach,174,7006893,3.0,930.0,195,149700,Bucklands Beach South
849,6,4.0,"34d Kiteroa Terrace Rothesay Bay, Auckland",451,1300000,-36.72428,174.74374,7002079,30,21,18,12,12,12,Rothesay Bay,99,7002079,4.0,939.0,105,119000,Rothesay Bay
850,3,1.0,"2/7 Volta Place Clendon Park, Auckland",80,390000,-37.0297799,174.8615585,7009492,147,54,39,33,45,18,Clendon Park,282,7009492,10.0,1152.0,336,159500,Clendon Park West
851,4,1.0,"26 Templeton Place Clendon Park, Auckland",610,465000,-37.0305175,174.861123,7009492,147,54,39,33,45,18,Clendon Park,282,7009492,10.0,1152.0,336,159500,Clendon Park West
852,4,2.0,"29 Papango Street Stonefields, Auckland",280,1500000,-36.8890341,174.843808,7006358,54,24,27,33,21,39,Stonefields,69,7006358,1.0,877.0,201,145700,Stonefields East
853,3,2.0,"72 O'brien Road Omiha, Auckland",809,600000,-36.8178737,175.0565507,7003372,27,3,3,24,21,42,Omiha,105,7003372,4.0,946.0,126,151700,Waiheke East
854,3,1.0,"82 Wharf Road Te Atatu Peninsula, Auckland",819,920000,-36.831270700000005,174.651131,7004062,57,21,36,33,15,24,Te Atatu Peninsula,156,7004062,5.0,970.0,180,124500,Te Atatu Peninsula Central
855,3,1.0,"403 Blockhouse Bay Road Blockhouse Bay, Auckland",1012,1150000,-36.9151938,174.7018638,7007472,51,42,36,24,15,39,Blockhouse Bay,183,7007472,4.0,946.0,219,137200,Blockhouse Bay North
856,4,2.0,"289b Old North Road Kumeu, Auckland",325,1950000,-36.7664383,174.5644001,7002198,48,24,6,36,18,24,Kumeu,117,7002198,2.0,909.0,162,116100,Kumeu Rural East
857,3,1.0,"297a Swanson Road Ranui, Auckland",499,650000,-36.860793,174.6091341,7003546,60,39,30,21,21,24,Ranui,171,7003546,8.0,1064.0,192,123000,Ranui North
858,3,1.0,"10a Ussher Place Pakuranga, Auckland",259,770000,-36.9094768,174.88893290000001,7008791,42,15,24,27,9,18,Pakuranga Heights,153,7008791,8.0,1037.0,129,150500,Pakuranga Heights North West
859,4,2.0,"52 Keri Vista Rise Papakura, Auckland",458,750000,-37.0584227,174.9739408,7010220,144,54,72,36,42,24,Papakura,252,7010220,8.0,1057.0,372,163900,Papakura East
860,4,2.0,"51 Bayside Drive Browns Bay, Auckland",350,1160000,-36.7268294,174.7370666,7002014,51,15,27,24,12,21,Browns Bay,96,7002014,1.0,879.0,150,118700,Browns Bay South East
861,4,3.0,"35 Kerswill Place Pakuranga, Auckland",639,1870000,-36.907999600000004,174.8603389,7006615,48,33,27,27,27,42,Pakuranga,183,7006615,6.0,988.0,204,148100,Sunnyhills West-Pakuranga North
862,3,1.0,"36 Yearsley Place Manurewa, Auckland",607,600000,-37.022769200000006,174.8682038,7009457,117,60,30,33,30,27,Manurewa,216,7009457,10.0,1224.0,291,158800,Burbank
863,3,1.0,"1612 South Head Road Helensville, Auckland",6158,780000,-36.562416,174.3170782,7001254,30,9,9,18,12,33,South Head,87,7001254,6.0,992.0,117,110700,South Head
864,4,3.0,"Lot 8/6 Clovelly Road (3 Tomonga Way) Bucklands Beach, Auckland",301,2000000,-36.8581213,174.901969,7006768,33,12,15,18,24,42,Bucklands Beach,153,7006768,3.0,927.0,138,146400,Bucklands Beach North
865,2,2.0,"4337a Great North Road Glendene, Auckland",76,930000,-36.887498,174.64477380000002,7004164,51,24,36,27,39,69,Glendene,216,7004164,6.0,976.0,237,128900,Glendene North
866,4,2.0,"34a The Parade Bucklands Beach, Auckland",400,1890000,-36.8660654,174.9027367,7006780,33,15,9,24,24,33,Bucklands Beach,129,7006780,5.0,958.0,132,146400,Bucklands Beach North
867,2,2.0,"31 Kings Road Panmure, Auckland",125,840000,-36.9019039,174.8600165,7006610,30,15,21,18,9,39,Panmure,108,7006610,6.0,988.0,126,147100,Panmure East
868,3,1.0,"8 Glennis Place Clendon Park, Auckland",618,510000,-37.026559999999996,174.8655584,7009470,120,57,45,45,39,21,Clendon Park,249,7009470,9.0,1129.0,327,158700,Clendon Park North
869,5,3.0,"40 Eugenia Rise Totara Heights, Auckland",672,910000,-37.002833100000004,174.901131,7009755,63,63,45,33,45,63,Totara Heights,198,7009755,5.0,959.0,312,159000,Totara Heights
870,4,2.0,"49 Couldrey Crescent Red Beach, Auckland",466,960000,-36.609543,174.69740090000002,7001552,33,9,15,15,6,18,Red Beach,174,7001552,7.0,1029.0,96,113900,Red Beach West
871,5,3.0,"65 Symes Drive Red Beach, Auckland",601,620000,-36.6080545,174.695604,7001552,33,9,15,15,6,18,Red Beach,174,7001552,7.0,1029.0,96,113900,Red Beach West
872,4,3.0,"26 Pencaitland Drive Flat Bush, Auckland",224,940000,-36.967141999999996,174.9149611,7009232,201,138,138,78,54,57,Flat Bush,0,7009232,4.0,953.0,666,158100,Ormiston South
873,4,3.0,"8 Ireland Street Freemans Bay, Auckland",244,1950000,-36.85018170000001,174.7492844,7005090,24,36,21,12,24,54,Freemans Bay,168,7005090,7.0,1021.0,180,131800,Freemans Bay
874,4,2.0,"1 Mcarthur Close Silverdale, Auckland",218,890000,-36.8536657,174.86480659999998,7006486,54,12,21,30,30,39,St Heliers,165,7006486,1.0,873.0,180,143000,Saint Heliers North
875,4,2.0,"33 Yattendon Road, Auckland",375 mÂ²,2100000,-36.8520398,174.8632513,7006486,54,12,21,30,30,39,St Heliers,165,7006486,1.0,873.0,180,143000,Saint Heliers North
876,4,3.0,"2/48 Onslow Avenue Epsom, Auckland",228,1775000,-36.8962024,174.7694086,7005623,42,36,15,33,18,39,Epsom,198,7005623,2.0,918.0,177,140800,Epsom Central-South
877,5,2.0,"19 Heathridge Place Burswood, Auckland",704,1025000,-36.9246398,174.89917340000002,7008933,42,27,36,21,18,12,Burswood,156,7008933,3.0,921.0,159,152500,Burswood
878,3,3.0,"22 Walters Road Mount Eden, Auckland",536,850000,-36.874314399999996,174.7471131,7005169,9,27,36,15,6,6,Mount Eden,102,7005169,4.0,954.0,105,136200,Eden Park
879,3,2.0,"30 Grassways Avenue Pakuranga, Auckland",371,950000,-36.9129704,174.8793489,7008686,33,24,33,21,21,18,Pakuranga,141,7008686,7.0,1011.0,141,149800,Pakuranga Central
880,5,4.0,"82 Tautari Street Orakei, Auckland",887,3600000,-36.8590175,174.8210804,7006051,54,39,36,27,27,33,Orakei,198,7006051,5.0,974.0,210,139200,Orakei West
881,4,2.0,"13 Seafort Lane Millwater, Auckland",666,1200000,-36.605053000000005,174.66990280000002,7001416,96,18,60,48,30,39,Silverdale,3,7001416,1.0,891.0,285,113100,Millwater North
882,4,2.0,"9 Bellwood Avenue Mount Eden, Auckland",397,1700000,-36.8767079,174.7488003,7005161,24,36,36,27,6,9,Mount Eden,123,7005161,8.0,1055.0,135,136900,Eden Valley
883,4,1.0,"32 Wallace Road Mangere Bridge, Auckland",607,950000,-36.946912700000006,174.7759574,7007846,63,30,42,42,21,36,Mangere Bridge,234,7007846,8.0,1046.0,231,146100,Mangere Bridge Ambury
884,4,3.0,"21 Korimako Avenue Mangere Bridge, Auckland",300,880000,-36.9589,174.7870691,7007938,138,63,66,45,24,30,Mangere Bridge,273,7007938,9.0,1132.0,369,147500,Mangere Mountain View
885,3,1.0,"43 Crawford Avenue Mangere Bridge, Auckland",550,1000000,-36.9441079,174.79033959999998,7007920,69,42,42,45,36,84,Mangere Bridge,273,7007920,6.0,992.0,324,146800,Mangere Bridge
886,2,1.0,"35 Waterlea Avenue Mangere Bridge, Auckland",680,960000,-36.9435627,174.7686467,7007842,72,21,36,33,21,54,Mangere Bridge,222,7007842,7.0,1025.0,234,146100,Mangere Bridge Ambury
887,4,3.0,"151 Shore Road, Auckland",784 mÂ²,2300000,-36.8660765,174.80419780000003,7005965,60,15,27,24,27,21,Remuera,174,7005965,1.0,894.0,174,140500,Remuera North
888,3,1.0,"4 Heretaunga Avenue, Auckland",584 mÂ²,1055000,-36.9189515,174.7944395,7007988,45,18,30,33,24,21,Onehunga,168,7007988,6.0,986.0,171,145600,Te Papapa
889,5,4.0,"4A Heretaunga Avenue, Auckland",888 mÂ²,1680000,-36.9186243,174.7943984,7007988,45,18,30,33,24,21,Onehunga,168,7007988,6.0,986.0,171,145600,Te Papapa
890,4,3.0,"4 Tropicana Drive, Auckland",683 mÂ²,880000,-36.9225447,174.71894540000002,7007566,48,48,42,33,33,45,Mount Roskill,216,7007566,6.0,982.0,249,139600,Lynfield North
891,6,5.0,"50 Valley Road, Auckland",424 mÂ²,1455000,-36.878769399999996,174.7569337,7005411,48,18,12,24,21,27,Mount Eden,150,7005411,1.0,894.0,150,138400,Mount Eden West
892,5,2.0,"86 Arney Road, Auckland",1025 mÂ²,3800000,-36.8680346,174.7921862,7005844,39,15,9,24,15,27,Remuera,120,7005844,2.0,911.0,135,139400,Remuera West
893,5,5.0,"126 Arney Road, Auckland",1449 mÂ²,5000000,-36.866936200000005,174.7899962,7005844,39,15,9,24,15,27,Remuera,120,7005844,2.0,911.0,135,139400,Remuera West
894,5,4.0,"293A Mt Eden Road, Auckland",480 mÂ²,1240000,-36.876324700000005,174.7612334,7005400,33,75,42,24,33,36,Mount Eden,201,7005400,4.0,944.0,237,137800,Mount Eden North
895,6,7.0,"293 Mt Eden Road, Auckland",507 mÂ²,1875000,-36.876324700000005,174.7612334,7005400,33,75,42,24,33,36,Mount Eden,201,7005400,4.0,944.0,237,137800,Mount Eden North
896,5,5.0,"293B Mount Eden Road, Auckland",506 mÂ²,2525000,-36.876324700000005,174.7612334,7005400,33,75,42,24,33,36,Mount Eden,201,7005400,4.0,944.0,237,137800,Mount Eden North
897,3,2.0,"5 Netherton Street, Auckland",825 mÂ²,970000,-36.903199,174.7191311,7004664,33,21,27,21,18,30,New Windsor,150,7004664,7.0,1024.0,150,136600,New Windsor North
898,4,1.0,"13 Geneva Place, Auckland",718 mÂ²,1040000,-36.915850299999995,174.7039948,7007527,42,33,15,21,27,27,Blockhouse Bay,156,7007527,8.0,1031.0,171,138600,Blockhouse Bay North East
899,3,2.0,"4 Atanga Avenue, Auckland",531 mÂ²,2125000,-36.89594520000001,174.760417,7005460,45,24,15,21,24,27,Mount Eden,162,7005460,3.0,927.0,168,139900,Mount Eden South
900,3,1.0,"16 Dunedin Street, Auckland",306 mÂ²,2525000,-36.8444472,174.74733030000002,7005080,24,12,18,21,18,69,Saint Marys Bay,201,7005080,2.0,900.0,165,130200,Saint Marys Bay
901,4,3.0,"49A Southern Cross Road, Auckland",328 mÂ²,1220000,-36.85960120000001,174.84341930000002,7006303,36,15,15,24,30,45,Kohimarama,165,7006303,1.0,861.0,168,141800,Kohimarama
902,3,2.0,"733 Mt Eden Road, Auckland",607 mÂ²,1360000,-36.892654,174.75874419999997,7005442,27,51,30,18,18,18,Mount Eden,156,7005442,5.0,958.0,159,139300,Maungawhau
903,3,1.0,"27 Cowan Street, Auckland",218 mÂ²,1525000,-36.8492467,174.741151,7004883,36,24,33,36,27,30,Ponsonby,174,7004883,3.0,929.0,186,131200,Ponsonby East
904,3,2.0,"3 Westminster Road, Auckland",543 mÂ²,1975000,-36.88795579999999,174.754656,7005192,51,24,9,30,21,30,Mount Eden,156,7005192,6.0,984.0,168,138400,Mount Eden West
905,3,1.0,"56 Ardmore Road, Auckland",455 mÂ²,2900000,-36.8492592,174.737546,7004906,81,18,24,45,30,18,Ponsonby,210,7004906,1.0,890.0,219,130400,Ponsonby West
906,3,1.0,"50 Wolverton Street, Auckland",723 mÂ²,950000,-36.9082849,174.6976546,7007454,72,66,45,33,24,51,Avondale,264,7007454,9.0,1077.0,291,137100,Glenavon
907,4,1.0,"24 Brabham Place, Auckland",1330 mÂ²,1105000,-36.9074477,174.7006273,7007454,72,66,45,33,24,51,Avondale,264,7007454,9.0,1077.0,291,137100,Glenavon
908,3,1.0,"14 Eastview Road, Auckland",725 mÂ²,1180000,-36.8720864,174.85362800000001,7006436,33,21,18,12,15,0,Glen Innes,126,7006436,10.0,1161.0,108,144700,Glen Innes West
909,3,1.0,"31 Frost Road, Auckland",1568 mÂ²,2450000,-36.9100148,174.7485246,7007699,57,42,33,21,27,27,Mount Roskill,213,7007699,8.0,1042.0,216,140400,Mount Roskill Central-North
910,3,1.0,"10 Maui Pomare Street, Auckland",615 mÂ²,940000,-36.914629,174.7074968,7007518,36,42,15,27,36,39,Blockhouse Bay,177,7007518,4.0,950.0,192,138600,Blockhouse Bay North East
911,4,3.0,"124 Terry Street, Auckland",558 mÂ²,1290000,-36.9165093,174.71180180000002,7007524,30,18,18,15,18,24,Blockhouse Bay,117,7007524,3.0,926.0,123,138600,Blockhouse Bay North East
912,3,1.0,"240A Rosebank Road, Auckland",378 mÂ²,790000,-36.886776,174.683863,7004323,60,39,36,27,24,30,Avondale,210,7004323,7.0,1019.0,216,130600,Avondale Rosebank (Auckland)
913,4,3.0,"4 Evelyn Street, Auckland",304 mÂ²,1280000,-36.9837092,174.8552113,7009397,42,63,30,21,15,33,Papatoetoe,165,7009397,9.0,1107.0,210,156700,Puhinui South
914,3,1.0,"73 Church Street, Auckland",675 mÂ²,1500000,-36.923331899999994,174.78367269999998,7007896,27,33,33,36,48,57,Onehunga,189,7007896,10.0,1207.0,228,145000,Onehunga Central
915,4,2.0,"lot 1/20 Cleland Crescent, Auckland",383 mÂ²,980000,-36.914478100000004,174.7039619,7007519,21,27,18,18,18,24,Blockhouse Bay,135,7007519,6.0,995.0,132,138600,Blockhouse Bay North East
916,4,2.0,"75 Alberton Avenue, Auckland",592 mÂ²,1340000,-36.884592600000005,174.724023,7004786,57,15,12,36,21,15,Mount Albert,156,7004786,1.0,896.0,159,134200,Mount Albert Central
917,4,3.0,"4 Cove Lane, Auckland",701 mÂ²,1650000,-36.90869489999999,174.8522534,7008443,21,15,6,12,42,78,Mount Wellington,189,7008443,3.0,924.0,177,147200,Mount Wellington Central
918,4,2.0,"1 Oranga Avenue, Auckland",612 mÂ²,1025000,-36.911313899999996,174.79599819999999,7007965,72,36,39,24,21,30,Onehunga,210,7007965,9.0,1100.0,216,145200,Oranga
919,4,1.0,"6 Stanmore Road, Auckland",522 mÂ²,1775000,-36.862191499999994,174.7308889,7004741,54,18,24,36,33,21,Grey Lynn,174,7004741,1.0,877.0,180,132100,Grey Lynn West
920,5,3.0,"99A Oakdale Road, Auckland",446 mÂ²,1350000,-36.9249153,174.74871399999998,7007724,51,57,30,33,24,33,Mount Roskill,216,7007724,3.0,937.0,225,142100,Hillsborough West (Auckland)
921,5,2.0,"86 Terry Street, Auckland",625 mÂ²,1085000,-36.9163791,174.70789969999998,7007528,39,21,24,18,9,27,Blockhouse Bay,132,7007528,4.0,949.0,129,138600,Blockhouse Bay North East
922,3,1.0,"167 Mount Smart Road, Auckland",584 mÂ²,810000,-36.91551320000001,174.7941574,7007981,27,12,21,21,18,24,Onehunga,120,7007981,5.0,972.0,126,145600,Te Papapa
923,4,2.0,"15 Eaton Road, Auckland",895 mÂ²,1250000,-36.922188399999996,174.7512236,7007730,30,45,30,24,27,21,Hillsborough,144,7007730,4.0,944.0,174,142900,Hillsborough East (Auckland)
924,3,2.0,"62A Olsen Avenue, Auckland",417 mÂ²,1225000,-36.9184865,174.7521391,7007730,30,45,30,24,27,21,Hillsborough,144,7007730,4.0,944.0,174,142900,Hillsborough East (Auckland)
925,5,3.0,"Lot 4 / 48 Tiverton Road, Auckland",184 mÂ²,850000,-36.9052102,174.7061706,7004537,36,45,39,18,15,24,Avondale,156,7004537,6.0,978.0,165,135000,Avondale South (Auckland)
